Name	control_1	control_2	control_3	NVP64wt_1	NVP64wt_2	NVP64wt_3	NVP64cu_1	NVP64cu_2	NVP64cu_3
AT1G05577.1	0.701532	0.902569	0.657074	0.581989	0.67728	0.759877	0.587404	0.740968	0.541209
AT1G30420.2	0.440012	0.387686	0.188954	0.283616	0.65295	0.458628	0.40287	0.397923	0.44483
AT2G22920.4	1.06135	0.87066	1.49706	0.34689	0	1.09887	0.159743	1.3239	0.186229
jgi|MoeNVP64_1|358378|fgenesh1_kg.21_#_243_#_TRINITY_DN11658_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT1G50580.1	5.58506	5.87878	5.20633	5.37227	6.38322	5.69781	6.45926	7.12022	6.7142
AT4G25030.1	94.974	66.8332	80.991	70.9732	73.6443	75.3489	63.7335	72.5925	86.6052
AT2G02498.1	0	0	0	0	0	0	0	0	0
AT1G30440.1	17.6558	19.8913	17.9011	17.0369	19.4691	17.544	18.2014	18.5622	19.5909
AT1G19890.1	0.088071	0	0	0.076717	0	0	0	0	0
AT3G61590.1	0	0	0	0	0	0	0	0	0
AT4G29440.1	3.41669	2.80353	2.80166	2.93852	3.08687	3.08727	2.73278	2.83478	3.53228
AT1G76020.2	0.570431	0.981135	1.53713	1.33113	3.42034	2.96597	1.58153	2.40762	2.397
AT1G74790.1	12.4614	10.0234	11.1348	9.58834	11.4167	10.5215	9.74652	10.7772	11.3241
AT2G21340.1	6.46676	6.77079	6.91406	6.37778	6.83744	6.53532	6.69822	6.62307	6.98498
AT1G30450.1	12.6061	12.3552	12.2832	11.7794	13.324	11.8088	12.2178	12.6253	13.473
AT1G66980.2	0.040075	0	0	0	0.495032	0	0	0.071539	0.056096
AT3G28690.2	27.0226	22.0579	24.3057	24.6954	23.5478	24.8547	20.1097	22.6972	24.7433
AT1G79480.2	0.500412	0.088568	0.16346	0.343818	0.695015	0.763744	1.00242	0.90032	0.277775
AT1G67430.1	880.811	974.105	869.389	830.316	862.757	860.104	1000.58	960.034	959.351
AT1G51990.2	0	0	0	0	0	0	0	0	0
AT1G30455.1	0.028162	0	0	0	0.060101	0	0	0.026581	0
AT2G29310.3	0	0.394173	0	0	0	0	0.565563	0	0
AT1G30460.1	6.02815	5.3821	5.81107	6.20176	5.87479	5.67523	6.4971	5.88402	5.79615
AT5G64000.2	0	0.466114	0	0	0	0	0	0	0.096898
AT1G21660.1	28.9756	25.9542	27.3657	25.9193	27.9767	26.5081	25.4376	27.6078	29.3666
AT1G30460.2	0.285176	0.7435	0.193804	0.371311	0.394704	0.254488	0.212737	0.197145	0.446548
AT1G44050.1	3.20204	2.31311	2.87011	3.33877	3.32116	4.07768	2.02006	5.03552	5.5422
AT2G07667.2	0	0	0.123175	0.106372	0.043435	0	0.034914	0	0
AT5G34870.1	0	0	0	0	0	0	0	0	0
AT3G23633.2	0	0	0	0	0	0	0	0	0
AT1G30470.3	0.484576	0	0	0	0	0	0	0	0
AT4G18970.1	0	0.095405	0.087562	0	0.166733	0	0.089351	0.065547	0
AT3G59160.1	0	0	0.01279	0	0	0.01407	0	0	0
AT2G01270.2	0.072641	0.327974	0	0.140511	0.062597	0.23145	0.312916	0.162118	0.145485
AT4G11540.1	0.031863	0.050072	0.011029	0	0	0.04853	0.018758	0.06131	0.020245
AT2G34160.1	49.0446	52.7741	48.9612	47.2927	47.8106	48.9325	52.6276	47.7195	48.6733
jgi|MoeNVP64_1|373386|gm1.12690_g	NA	NA	NA	0	0	0	0	0	0
AT1G30475.1	8.81707	8.47533	9.47981	8.78044	8.93778	8.81106	7.22174	8.29162	9.20136
AT1G30475.2	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|211957|CE211436_1131	NA	NA	NA	0	0	0	0	0	0
AT3G48420.1	0.837977	1.23544	1.42249	1.33526	1.61386	1.29266	1.52518	1.17674	1.17311
AT5G03250.2	0	0	0	0	0	0	0	0	0
AT2G04880.1	0.452098	0.297673	0.299816	0.302479	0.081458	0.564785	0.168362	0.176697	0.441556
AT5G59030.1	6.99065	7.71321	6.71816	5.8976	7.40066	6.35196	6.846	6.65008	6.26783
AT1G80480.1	10.3703	10.4291	10.3253	10.6301	11.5082	11.1207	10.146	10.0658	12.0655
AT3G43850.1	0	0	0	0	0	0	0	0	0
AT2G41170.3	0	0	0	0	0	0	0.113565	0.072413	0.342495
AT1G30480.1	8.56023	8.08726	7.41702	9.10288	8.99864	7.77134	9.24956	8.75413	8.80687
jgi|MoeNVP64_1|278398|e_gw1.8.234.1	NA	NA	NA	0	0	0	0	0	0
jgi|MoeNVP64_1|214639|CE214118_160710	NA	NA	NA	0	0	0	0	0	0
AT3G58800.1	3.58671	4.36862	3.07702	3.1243	3.55102	3.13868	3.23504	3.82158	3.86814
jgi|MoeNVP64_1|351465|fgenesh1_kg.13_#_790_#_TRINITY_DN7394_c1_g2_i3	NA	NA	NA	0.058279	0	0	0.011477	0	0.012388
AT1G30490.1	7.16057	7.01397	7.3965	7.31588	7.4977	7.90278	7.89904	6.84887	8.07647
AT1G58440.1	21.9648	17.5676	20.6755	18.3625	17.2099	17.6445	16.027	17.1371	18.7262
AT1G31950.2	0.979523	1.36687	1.09396	1.89818	0.643585	1.06226	1.68755	1.83933	0.802856
AT4G14096.1	5.21544	5.3682	5.89526	5.53199	6.32812	5.6727	6.3143	5.73837	6.15946
jgi|MoeNVP64_1|169120|CE168599_852	NA	NA	NA	0	0	0.044419	0	0	0
AT1G34460.9	0	0.024059	0.042712	0	0	0.031584	0	0	0
AT2G39690.4	0	0	0	0	0	0	0	0	0
AT1G15320.2	0.234005	0	0.141662	0	0	0	0	0	0
AT4G11250.1	0	0	0	0.017083	0	0	0.016821	0	0.03631
AT2G15730.1	3.94524	3.45172	3.56189	3.20483	3.68912	3.17971	3.80593	3.82158	3.66275
AT4G14870.1	5.45578	5.46372	5.91456	6.26251	6.80094	5.71419	5.33565	6.40071	6.60844
AT1G61360.2	0	0	0	0	0	0	0	0	0
AT1G30515.1	4.14077	4.29325	5.67399	4.89997	6.25247	7.45528	6.96936	3.76078	6.72645
AT1G64500.1	2.43889	1.50464	1.72545	1.99168	1.73495	1.3155	1.07502	1.47069	1.31707
AT4G08230.1	88.8991	91.7219	89.04	104.929	94.86	80.4385	88.8492	88.7738	74.3441
AT1G75170.1	23.3594	21.3111	22.9	19.3423	21.4719	18.46	19.1626	20.4455	21.3947
jgi|MoeNVP64_1|343190|fgenesh1_kg.8_#_291_#_TRINITY_DN7680_c0_g2_i1	NA	NA	NA	0	0	0.975407	0	0	0
AT4G25835.1	3.473	3.90274	4.05625	4.10995	4.55919	3.92964	3.69425	3.86026	3.98722
AT1G30540.1	9.56178	7.70177	7.8284	7.81142	8.08573	8.45151	6.0986	7.56323	7.98506
jgi|MoeNVP64_1|384255|estExt_Genemark1.C_170145	NA	NA	NA	0	0	0	0	0	0
AT1G30540.2	0	0	0	0	0.109302	0.108875	0.087103	0	0
AT3G06460.1	9.53085	8.0717	4.81808	8.61465	8.37523	6.24564	6.82851	6.03241	6.51884
AT4G04775.1	0	0	0	0	0	0	0	0	0
AT2G20960.2	0	0	0.207321	0	0	3.59783	0	0	0
AT3G54490.1	0.032079	0.146899	0.032357	0.055886	0.10269	0.035594	0.110061	0	0.059395
AT1G05230.12	0.137872	0.134209	0	0	0	0	0.110374	0	0
jgi|MoeNVP64_1|325867|fgenesh1_pg.16_#_38	NA	NA	NA	0	0	0	0	0	0
AT1G30550.2	11.8845	15.9277	11.2555	10.9163	12.661	12.0031	13.9676	13.9007	11.8176
AT1G30600.1	5.21851	5.75543	5.26378	5.26584	6.14732	5.55389	6.02171	5.3644	5.90134
AT2G11000.2	0	0.243867	0	0	0	0	0	0	0
AT1G30610.2	2.4598	2.19837	2.21939	2.50528	2.57282	2.38744	2.37418	2.21963	2.65755
AT4G21070.1	2.04696	2.12263	2.17279	2.21041	2.16015	2.18994	2.52481	2.25669	2.07249
AT4G38230.3	0	0	0	0	0	0	0	0	0
AT1G30620.3	0	0	0	0	0.152027	0	0	0	0.126236
AT2G21630.1	3.39573	3.30603	3.38202	3.11951	3.34939	3.56205	3.57962	3.64947	3.17005
AT3G05230.1	48.0972	46.0859	44.3758	41.4	44.6942	41.5436	42.5746	42.8148	45.1068
AT3G20080.1	9.37168	8.29325	7.56367	8.19772	8.53388	8.56403	7.31932	8.05735	8.83564
AT3G22275.1	0.225298	0.206342	0.454506	0.196252	0.240405	0	0.193247	0.212648	0.104286
AT1G30640.1	8.19429	5.98908	6.30082	6.05663	6.0517	6.53926	4.4318	6.17211	6.1192
AT4G10490.1	0.109261	0.066712	0.110209	0.095175	0.116587	0.040412	0.062478	0.137502	0.118008
AT1G55803.1	1.18407	0.492928	0.325729	0.468824	0.574301	0.358316	0.369317	0.406394	0.298953
AT2G45330.2	0	0	0.36298	0.272499	0.179115	0	0.124558	0	0.437845
AT3G22400.1	6.23564	5.78271	5.99196	5.25328	5.52872	5.35468	6.38208	6.01061	6.76549
AT1G60783.1	0	0	0	0	0	0	0	0	0
AT1G30650.1	8.50469	5.31598	5.34926	6.17151	5.59944	6.10064	3.15193	6.17474	5.47652
jgi|MoeNVP64_1|322873|fgenesh1_pg.9_#_583	NA	NA	NA	0	0	0	0	0	0.00277
AT2G26910.1	1.78117	1.98277	2.09241	2.00249	2.11693	2.10892	1.74204	1.42488	1.87349
AT3G18480.1	15.3377	15.984	15.2052	14.0416	15.438	13.9548	14.8533	14.5744	16.2528
jgi|MoeNVP64_1|355752|fgenesh1_kg.17_#_831_#_TRINITY_DN5038_c0_g3_i1	NA	NA	NA	0	0	0	0	0.007979	0.015652
AT1G36160.1	25.2703	25.2616	22.0519	23.2614	25.5743	22.949	22.7264	23.8172	25.6753
AT4G16100.1	5.60466	4.9909	5.85686	5.04437	5.33438	4.99575	4.91386	4.82104	5.61975
AT1G50880.1	0	0	0	0	0	0	0	0	0
AT3G46920.2	2.97948	3.05955	3.23301	3.25206	3.3864	3.34606	3.00091	3.01671	3.37681
AT3G61320.2	0	0	0	0	0	0	0	0	0
AT4G13930.1	244.798	241.148	219.164	193.594	204.277	190.396	226.774	215.563	225.437
ATCG00760.1	2.98988	5.47663	12.0633	0	3.19036	6.63505	5.12907	11.288	2.76791
AT2G14880.2	13.7949	9.74204	13.7422	25.2466	19.2295	21.2728	18.6578	20.194	16.6185
AT1G02670.4	0	0	0	0	0	0	0	0	0
AT1G42080.1	0	0	0	0	0	0	0	0	0
AT1G60440.3	0	0.423082	1.36141	0.69007	0.830878	0	1.04126	0.218454	0.19468
AT2G10535.1	0.679506	0.622333	0.685401	0	0.725069	0	0	1.2827	0
AT1G63260.3	0.880726	0.320389	0	2.67392	0.512968	0.420594	1.65024	1.33906	1.10573
AT2G45670.1	38.9848	35.2861	37.1455	36.462	35.667	36.9258	35.7928	41.7201	41.4515
AT4G13210.1	0	0	0	0	0	0	0	0	0
AT3G13662.1	0	0	0	0	0	0	0	0	0
AT1G30700.1	44.7055	21.3244	30.5014	28.9386	24.1129	27.0911	11.6428	22.7877	26.9864
jgi|MoeNVP64_1|372699|gm1.12003_g	NA	NA	NA	0	0	0	0	0	0
AT1G30720.1	11.3204	5.73242	10.0682	10.2971	9.84949	9.15479	4.96704	10.2635	11.4814
jgi|MoeNVP64_1|377886|estExt_Genemark1.C_5_t10081	NA	NA	NA	0.014303	0.035042	0	0	0	0
AT1G56300.2	11.3453	2.99712	13.9599	18.7287	8.69531	16.7014	9.19239	6.55288	7.88576
AT1G80870.1	4.42305	4.31272	4.03691	4.62061	4.92299	4.65223	3.9028	4.15971	5.19003
AT3G60090.1	0.775026	0.768968	0.521167	0.450071	0.068916	0.358316	0.387782	0.304796	0.418535
AT1G30730.1	14.8811	8.18322	12.6552	12.9626	15.6576	13.0014	9.13316	20.6769	18.9739
jgi|MoeNVP64_1|334510|fgenesh1_kg.3_#_746_#_TRINITY_DN12497_c0_g2_i1	NA	NA	NA	0.014041	0.0086	0.013414	0.020739	0	0.003731
AT2G21210.2	1.82098	3.86304	4.1988	6.01461	5.16292	5.52531	4.25952	5.32568	6.38292
jgi|MoeNVP64_1|372358|gm1.11662_g	NA	NA	NA	0	0	0	0	0	0
AT1G49350.1	5.77669	5.51547	5.23258	5.67341	6.07673	5.61079	5.47424	6.30185	6.02957
AT2G47240.1	2.34653	2.10305	2.5275	3.03681	3.38917	3.40338	1.96239	1.81137	2.07147
jgi|MoeNVP64_1|351560|fgenesh1_kg.13_#_885_#_TRINITY_DN3448_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT2G16890.1	0.090584	0.072138	0.235649	0	0	0.105873	0	0	0.321904
AT1G08920.2	0.33969	0	0.099896	0.551379	0.092809	0.087228	0.089011	0.225351	0.073596
AT3G51360.3	1.66257	0	0	0	0	0	0	0	0
AT5G25840.1	0.212919	0.390009	0	0.370938	0.511191	0.236252	0.273944	0.150723	0.147834
AT2G31110.1	0.786709	1.61431	0	0.590796	0	1.94459	0.270279	0	0
AT4G37640.1	16.7094	16.0746	14.5739	14.2383	16.0385	13.4138	12.9013	16.1784	17.1577
AT4G02630.1	2.5401	2.35884	3.07457	3.78719	3.10123	3.55257	3.10091	2.63165	4.12337
AT1G05460.2	0	0	0	0	0	0	0	0	0
AT1G30755.1	5.51643	3.57072	4.40871	4.90023	4.14079	4.63861	2.79179	4.40038	4.94703
AT4G39610.1	0	0.048751	0	0.023184	0.0284	0	0	0.025121	0
AT1G11330.2	8.57128	7.14487	7.9075	8.79971	10.2354	10.7778	10.5237	9.36645	13.7184
AT1G54130.1	13.2538	11.2836	11.8482	11.5384	12.0358	10.9448	10.2919	12.3507	13.0278
AT2G24800.2	0	0	0	0.072666	0	0	0.089485	0	0.039692
jgi|MoeNVP64_1|322424|fgenesh1_pg.9_#_134	NA	NA	NA	0	0	0	0	0	0
AT5G52110.1	0.725749	1.05178	0.558354	0	0	0	2.37565	0.825765	0
AT5G49500.2	0	0	0.789973	0	0	0	0	0	0
AT1G27270.1	0	0	0	0	0	0	0	0	0
AT4G23365.1	0	0	0	0	0	0	0	0	0
AT1G67230.1	18.1578	17.6144	16.1236	16.6727	18.2776	17.7059	16.5995	17.4038	19.0348
AT1G13080.2	0.901022	1.25625	0.574923	0.396255	1.2156	2.29727	0	0.544988	1.2022
AT1G32350.2	0	0	0	0	0	0	0	0.060422	0.276565
AT4G21895.1	0	0	0	0	0	0	0	0	0.028562
AT2G31350.3	0	0.890889	2.18368	4.10813	4.69569	1.73396	0	3.38504	4.72876
AT2G44690.1	4.23366	3.94731	3.92414	3.92041	4.55823	4.44368	4.71097	3.92394	4.13121
AT2G01320.2	0.966536	1.67704	3.15882	1.55368	1.10218	2.72555	1.39976	0.846212	1.79127
AT2G30550.1	0	0.076519	0	0	0	0	0	0	0
AT1G76690.1	27.4212	24.0168	23.7781	22.9154	25.4075	25.0467	13.7626	14.5458	15.6985
AT1G33530.1	0	0	0	0	0	0	0	0	0
AT2G25910.2	7.26986	7.44162	7.02279	5.69941	4.15261	7.80494	6.45183	6.20154	5.407
AT1G29420.2	0	0	0.049353	0	0	0.05429	0	0.046181	0.045296
AT1G30755.3	0	0	0	0	0	0	0	0	0
AT4G13345.4	0	0	0	0	0	0	0	0	0
AT1G30800.1	0	0	0	0	0	0.034234	0	0	0
AT1G79490.1	2.21638	2.54178	2.26153	2.37832	2.78315	2.58044	2.56783	2.45575	2.67036
AT3G25200.1	0	0	0	0	0	0	0	0	0
AT2G23380.2	1.6106	0.939394	1.68509	1.30229	0.554626	1.51013	1.67964	1.62846	1.3868
AT1G30814.2	0	0	0	0	0	0	0	0	0
AT1G75340.1	5.03064	4.8177	5.41048	4.52388	4.90447	5.64464	4.72571	5.12427	4.90348
AT3G62400.2	926.578	861.795	821.999	800.604	842.551	887.63	829.81	827.837	797.584
AT1G64290.1	0.034354	0	0.051978	0.014962	0.073315	0.076237	0	0.081063	0.015902
AT1G62085.1	3.56585	4.33121	4.12538	3.18408	4.11869	4.07008	4.01227	3.53456	3.95191
AT1G30820.1	43.3708	36.8954	42.5963	44.7275	48.0551	43.195	32.7171	37.7405	40.5059
AT1G30825.1	8.78472	9.66223	9.87539	9.60097	9.83369	8.69979	9.38354	10.3256	9.63365
AT2G13820.1	0	0	0	0	0	0	0	0	0
AT3G09870.1	0	0.286184	0	0	0	0	0	0	0
AT5G59240.1	11.2015	12.2346	11.6041	10.9771	13.5275	11.3373	12.3021	11.537	11.2808
AT4G02425.1	4.00968	3.05615	3.42016	3.72715	4.3934	2.89639	3.87782	3.17495	3.98604
AT1G30840.1	24.3972	21.4867	32.3123	29.8172	34.4236	28.8803	30.1224	28.0869	40.1195
AT4G38260.1	15.109	11.0564	12.7085	12.7457	11.4622	15.0938	10.204	11.8207	12.3376
AT3G25540.1	29.2228	31.3144	27.8073	26.4734	30.007	26.6843	25.2495	29.6264	29.808
AT1G30850.1	2.15532	1.87222	1.70335	1.66454	1.63597	1.42998	1.12447	1.95041	1.68676
AT1G06960.5	0	0.563209	0	0	0	0	0	0	0
AT1G19200.2	2.09018	1.45853	1.5394	1.82071	1.09747	1.43572	1.19522	1.65967	1.04429
AT3G25050.1	0	0	0	0	0	0.02584	0	0	0
AT1G64700.1	3.24262	3.29977	3.27075	3.24302	3.3319	3.82006	3.84578	3.4384	4.41018
AT2G25880.2	0	0	0	0	0	0	0	0	0
AT3G17265.1	0.147343	0.401973	0.324873	0.320868	0.157223	0.146014	0.236977	0.305893	0.200042
AT1G24706.3	0.21561	0.888454	0.35617	0.811655	1.45599	0.539728	0.52395	0.515478	0.485591
AT4G03110.2	2.27136	1.72331	1.71528	2.07722	3.40357	1.87319	1.52527	2.82741	2.06141
jgi|MoeNVP64_1|301479|estExt_Genewise1Plus.C_1_t10268	NA	NA	NA	0.005403	0	0.006882	0	0.005854	0
AT4G26140.7	0.043465	0.125827	0.047512	0.033274	0	0	0.126721	0	0
AT5G38550.1	7.3838	6.48448	6.51321	7.50483	7.41728	7.36195	6.02011	7.80423	9.20936
AT1G48460.2	0	0	0.640003	1.17289	0.341144	0.510201	0.313459	0	0
AT3G03220.1	14.4791	15.2138	15.7465	14.3552	14.7758	13.7289	16.8902	14.3618	17.2304
AT3G53270.1	11.8724	10.2602	11.4992	10.1775	11.8776	11.8608	11.1413	10.5971	11.7069
AT1G69500.1	0.021918	0	0	0	0	0.01216	0	0	0
AT1G30900.1	15.0082	12.5414	12.9669	13.7419	13.8209	13.8333	10.7919	15.5729	17.0632
jgi|MoeNVP64_1|350139|fgenesh1_kg.12_#_810_#_TRINITY_DN745_c0_g2_i1	NA	NA	NA	0	0	0	0	0.018143	0
AT1G52420.1	29.1294	27.4707	28.2105	28.316	30.8453	31.2064	27.3949	30.5418	33.6551
AT1G05200.4	0.019236	0.016113	0	0	0	0.050153	0	0	0
AT3G23080.2	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|357084|fgenesh1_kg.19_#_397_#_TRINITY_DN1616_c0_g2_i1	NA	NA	NA	0.04262	0	0.05429	0	0	0
AT1G02510.1	0	0.021962	0	0	0	0	0	0	0
AT1G30950.1	0	0	0.013572	0	0	0	0	0	0.012456
AT5G35700.1	17.0538	17.0561	15.2151	14.095	15.9162	13.921	14.8062	15.5521	15.2466
AT2G24681.1	0	0	0	0	0	0	0	0	0
AT4G39160.1	8.67051	9.00093	8.24679	8.3738	9.04276	8.75078	8.14151	9.61075	8.81308
AT2G22500.1	10.4008	6.97141	7.17027	6.33826	6.26511	7.42226	4.87426	7.00634	8.11445
AT1G30970.1	14.2705	13.2716	12.6159	11.8991	13.3713	14.2816	12.887	13.6004	14.5999
AT3G23380.1	0.218194	0.319737	0.264105	0.152051	0.232825	0.193684	0.299446	0.370697	0
AT2G03360.2	0.872592	0.523323	0.930031	0.757912	0.526571	0.806931	0.121896	0.367716	0.553024
AT1G30970.3	10.1796	8.84983	10.0898	9.53505	9.94791	10.2225	8.40395	9.11714	8.88298
AT1G19230.1	0	0	0	0	0	0	0	0	0
AT3G26940.1	0	0	0.01396	0	0	0.030713	0.011871	0	0.012812
jgi|MoeNVP64_1|412829|estExt_fgenesh1_pg.C_6_t20042	NA	NA	NA	0.22604	0.323045	0.287932	0	0	0.080077
AT2G40110.1	103.244	63.6847	87.4613	93.8454	70.1786	78.5944	49.3656	67.8653	76.0198
AT1G30974.2	0	0	0	0	0	0	0	0	0
AT1G31000.1	0	0	0	0	0	0	0	0	0
AT1G65985.1	13.8453	12.3245	13.2469	12.8613	13.2396	13.3937	10.2982	13.6669	13.5488
AT2G24650.2	0.217359	0	0	0.752505	0.97898	0	0.774134	0.283881	1.60645
AT1G31010.1	3.88558	4.14911	3.67324	3.52124	4.12753	3.61538	3.557	3.88121	3.96812
AT1G80200.2	2.72272	2.40665	2.13959	2.42686	1.99316	1.29005	2.98712	2.53996	2.16888
AT1G23690.2	0	0	0	0	0	0	0	0	0
AT1G11300.2	0.098365	0	0	0.289058	0	0	0	0	0.082786
AT1G31040.1	0.451296	0.799095	1.00147	0.838642	0.898906	0.834587	0.851607	0.795119	0.668467
jgi|MoeNVP64_1|53419|CE52898_1068	NA	NA	NA	0.012983	0	0.016538	0.012784	0	0
jgi|MoeNVP64_1|184175|CE183654_2729	NA	NA	NA	0.008778	0.003584	0	0	0	0
AT1G31600.4	0	0	0	0	0	0	0	0	0
AT2G04845.5	0.290264	0.627577	0.345956	0.285364	0.089454	0.075347	0.141581	0.276616	0.27842
AT1G73965.1	4.25596	2.83481	2.14644	1.3481	2.68351	3.00513	2.65491	3.65181	4.11909
jgi|MoeNVP64_1|329882|fgenesh1_kg.1_#_1724_#_TRINITY_DN5309_c0_g2_i1	NA	NA	NA	0	0	0	0	0	0
AT1G10155.1	0.617362	0.434937	0.814323	0.537769	0.456063	0.474242	0.529535	0.358583	0.175855
AT4G29090.1	0	0	0	0	0	0	0	0	0
AT4G34060.1	0	0	0	0	0	0	0	0	0
AT1G31050.6	1.22454	0.382217	0.781313	0.449629	0.837694	0.39019	0.88938	0.082849	0.750369
AT1G10810.1	2.25968	2.62249	2.2701	2.53715	2.18328	2.1026	2.36713	4.58977	2.73958
AT3G03500.2	3.08394	6.14792	3.54664	3.9176	2.7134	3.90109	3.0727	3.91846	5.1042
AT5G57860.4	166.084	191.777	170.748	169.476	192.3	174.073	177.034	208.509	173.142
AT1G31050.7	0	0	0	0	0	0.84779	0	0	0
AT2G17972.1	2.42196	2.21818	3.34301	2.72042	3.46848	3.74817	2.7881	2.16565	2.36016
AT2G36950.1	16.157	16.5925	16.6186	13.3939	14.418	12.0932	16.2092	14.8137	12.8629
jgi|MoeNVP64_1|128711|CE128190_1653	NA	NA	NA	0.015627	0	0	0	0	0.016609
AT3G26440.5	31.5912	20.5112	24.274	24.2688	21.0901	26.2256	12.0727	17.7906	21.2304
AT1G10550.1	3.73916	2.51004	2.20724	2.3873	3.08309	2.54593	2.53298	3.08806	3.10754
AT3G12280.2	1.16243	2.49419	1.6543	1.38692	2.34039	1.06065	1.25356	1.60599	1.57359
AT2G34224.1	3.95455	1.81091	3.98886	1.72236	0	2.19395	0	0	1.83048
AT2G16970.2	0.903299	1.1327	1.29403	1.04853	1.23009	1.99373	1.65452	2.22644	1.94375
AT1G34580.2	0	0	0	0	0	0	0.011109	0	0
AT5G10660.2	0	0	0	0	0	0	0	0	0
AT5G02240.1	26.5424	26.0474	28.4584	29.7333	28.0501	30.0482	28.1847	26.1215	29.4233
AT1G31120.1	4.84391	4.5979	4.5301	4.5799	4.37965	4.51659	4.16645	4.66798	4.7732
AT3G43583.1	0.264084	0	0	0.230038	0	0.293024	0	0	0
AT1G31140.1	0.036976	0	0	0	0	0	0	0	0
AT1G31140.2	0	0	0	0	0	0	0	0	0
AT1G18750.4	0.666444	0.826396	1.08212	0.849548	0.8152	0.973946	0.769852	0.780509	0.944778
AT2G31900.5	0	0	0	0	0	0	0	0	0
AT4G27290.2	1.43956	1.34219	0.783126	1.33869	1.28699	1.33829	0.711936	1.6219	1.3687
AT2G25680.1	2.13702	1.32853	1.69832	3.01226	2.51526	2.74485	2.12184	3.48396	3.23733
AT1G31163.1	0	0	0	0	0	0	0	0	0
AT1G31230.1	16.1444	16.4664	19.5143	16.0735	17.7632	16.7855	17.1305	15.999	18.6675
AT2G03505.1	9.62942	13.889	10.0204	11.4643	8.84232	9.81569	9.67898	12.0165	10.7793
AT2G42000.1	0	0	0	0	0	0	0	0	0
AT2G43270.1	0.015882	0.014545	0.032039	0.013834	0	0	0	0	0
AT1G54080.1	54.7598	52.5313	52.7676	49.4695	52.5585	53.4644	49.9605	50.9697	56.9128
AT2G35660.2	0	0.549217	0	0	0	0	0	0	0
jgi|MoeNVP64_1|359334|fgenesh1_kg.23_#_98_#_TRINITY_DN18390_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT1G13830.1	4.81083	3.62994	2.99662	2.37003	3.63258	3.75324	2.38433	3.09722	3.66277
AT3G18775.1	0.616722	0.847247	1.55518	0.537212	1.97422	0.684306	1.85145	1.45523	1.14187
AT1G18720.1	107.972	86.7593	113.086	107.459	96.1631	95.9217	83.9004	98.2966	109.865
AT1G31240.1	1.01846	0.819019	0.776739	0.692418	0.477112	0.661506	0.980109	0.820603	0.988846
AT1G31250.1	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|127692|CE127171_475	NA	NA	NA	0	0	0	0	0	0
AT2G21370.4	0.465692	0.158027	0	0	0	0	0	0.17941	0
AT4G27820.2	0.974106	0	0.682605	1.00955	0.972536	1.07818	0.527934	0.731333	1.19348
AT3G24860.1	6.26734	5.95405	5.61454	5.62589	6.50623	5.84621	6.32333	6.4368	7.11981
AT2G05630.2	20.5915	17.0802	19.588	20.0348	19.3806	17.4822	16.7487	15.0503	19.6602
AT1G21313.1	18.2709	10.4799	16.6788	34.0581	23.477	40.0819	14.8235	28.6757	42.9822
jgi|MoeNVP64_1|335333|fgenesh1_kg.3_#_1569_#_TRINITY_DN5612_c0_g1_i3	NA	NA	NA	0.011133	0	0	0	0	0
AT2G42560.1	0	0	0	0	0	0	0	0.008268	0
AT1G31260.1	0.034354	0	0.017326	0.044887	0	0	0.0442	0.032425	0.063607
AT5G63400.1	145.76	153.703	144.284	141.968	154.391	141.447	147.825	147.528	150.169
AT1G15215.4	0.183841	0.783568	2.77786	1.24875	0.89034	1.53974	0.725114	0.60839	0.941585
AT3G60870.1	1.34994	1.55151	1.41505	1.15285	1.4687	1.29229	1.54386	1.42405	1.1272
jgi|MoeNVP64_1|378408|estExt_Genemark1.C_5_t20153	NA	NA	NA	0.023312	0.057113	0	0.022955	0.025259	0
AT5G16190.3	3.68459	4.08617	3.43897	2.75962	2.91263	2.83235	3.92783	3.84922	3.32603
AT4G19600.1	8.60085	8.57309	8.41999	8.27337	9.03117	8.7237	7.84798	8.18764	8.81229
AT1G66630.1	0	0	0.022108	0	0	0	0	0	0
AT3G28570.1	0.013127	0.036068	0.026482	0	0	0.014566	0	0.01239	0.04861
AT2G19580.1	10.8473	10.6425	11.825	11.0423	12.097	11.0354	11.4478	10.9678	12.8804
jgi|MoeNVP64_1|330604|fgenesh1_kg.1_#_2446_#_TRINITY_DN16929_c0_g1_i1	NA	NA	NA	0	0	0.009141	0	0	0
AT2G13650.4	0.12817	0.675011	0.262146	0.198822	0.500381	1.15542	0.388828	0.396801	0.225326
AT3G18700.1	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|342087|fgenesh1_kg.7_#_967_#_TRINITY_DN6740_c0_g2_i2	NA	NA	NA	0	0	0	0	0	0
AT1G50770.1	0.008807	0.008066	0	0	0	0	0	0	0.008153
AT4G24380.4	0	0	0	0	0	0	0	0	0
AT1G31350.1	0	0	0	0	0	0	0	0	0
